,date,p_(mbar),T_(degC),Tpot_(K),Tdew_(degC),rh_(%),VPmax_(mbar),VPact_(mbar),VPdef_(mbar),sh_(g/kg),H2OC_(mmol/mol),rho_(g/m**3),wv_(m/s),max._wv_(m/s),wd_(deg),rain_(mm),raining_(s),SWDR_(W/m�),PAR_(�mol/m�/s),max._PAR_(�mol/m�/s),Tlog_(degC),OT
127,2020-05-07,143457.69,1781.07,41159.39,32.260000000000005,6976.85,2201.72,906.85,1294.92,567.67,910.42,174688.85,186.0,387.74,28843.2,0.0,0.0,45504.39,88504.45,90296.82,3476.22,61364.1
128,2020-05-08,142748.54,2114.46,41552.01,544.28,7350.269999999999,2558.41,1156.29,1402.26,727.74,1166.42,172315.28,217.4,401.64,16243.24,0.0,0.0,40071.19,78494.53,91034.65,3786.96,61826.8
129,2020-05-09,142185.35,2176.42,41661.22,689.6,7493.49,2580.97,1240.8,1340.09,784.34,1256.85,171314.33,244.27,383.18,13170.97,0.0,0.0,33501.01,66280.8,79071.42,3759.57,62311.4
130,2020-05-10,141072.91,2232.57,41811.31,1419.56,10123.52,2626.44,1797.15,829.35,1147.25,1835.08,169476.61,137.57,256.44,25899.65,1.7,940.0,21306.46,43161.78,58736.18,3899.42,61993.8
131,2020-05-11,141291.58,842.8100000000001,40395.63,565.13,12617.8,1382.24,1208.6,173.6,769.43,1232.62,175888.43,457.04,773.29,10791.99,17.8,33750.0,4833.18,11352.28,12954.61,2277.53,61341.0
132,2020-05-12,143613.93,746.91,40464.68,-138.77,9798.51,1325.25,829.01,496.18,521.75,837.0,179415.73,200.12,384.52,31001.91,0.0,0.0,32706.66,63015.38,94275.24,2490.58,61384.8
133,2020-05-13,141952.02,1123.0,40622.93,45.47,8963.84,1588.6,901.42,687.27,570.17,914.46,175642.16,257.33,438.41,19182.57,0.0,0.0,32500.39,62901.7,86536.6,2821.67,61678.1
134,2020-05-14,142572.43,1201.73,40650.97,412.09,9918.24,1592.51,1083.04,509.49,682.32,1093.84,175937.74,309.13,534.05,12041.33,0.0,0.0,15872.24,31678.36,38850.35,2683.68,60343.2
135,2020-05-15,142898.95,1316.81,40739.65,100.11,8297.8,1718.92,926.09,792.84,581.88,933.25,175940.96,238.45,428.29,16915.81,0.0,0.0,41381.47,79234.66,99873.88,2959.45,60883.0
136,2020-05-16,143303.85,1491.56,40881.96,276.36,8368.49,1901.85,1013.86,887.96,635.42,1018.85,175673.16,209.48,395.32,24209.22,0.0,0.0,43909.41,85454.57,99629.79,3250.09,61091.5
137,2020-05-17,143350.75,1749.73,41136.4,522.19,8332.87,2100.1,1142.33,957.86,715.88,1147.44,174538.3,178.01,365.51,29550.06,0.0,0.0,39877.28,77944.92,97057.63,3492.89,61473.0
138,2020-05-18,143378.02,2171.33,41556.67,801.08,8051.72,2655.68,1318.22,1337.51,826.55,1324.18,172783.91,225.69,426.95,30253.67,0.0,0.0,44226.73,87796.27,94985.91,3895.22,61578.6
139,2020-05-19,143154.59,2336.96,41740.89,1172.54,8636.07,2728.2,1565.74,1162.5,983.81,1575.0,171651.27,227.11,427.88,25769.68,0.0,0.0,37343.26,74846.05,92943.97,4002.95,61838.2
140,2020-05-20,143347.29,2060.95,41448.37,1385.92,10607.07,2358.58,1728.01,630.53,1084.67,1735.85,172926.41,178.53,316.19,15543.64,0.1,3140.0,12813.13,26698.46,33212.11,3621.22,61295.3
141,2020-05-21,143485.55,2148.84,41525.08,910.55,8604.36,2547.2,1381.94,1165.24,865.82,1386.84,172931.67,224.76,398.09,17004.87,0.0,0.0,46424.13,92523.88,96826.03,3889.56,61510.4
142,2020-05-22,143113.99,2323.75,41731.11,1431.51,9843.39,2782.22,1820.83,961.46,1145.8,1832.67,171574.35,203.7,356.56,26319.62,4.7,9830.0,21998.61,44842.85,53893.38,3974.09,61238.3
143,2020-05-23,143341.19,1935.0,41322.93,1375.41,11231.64,2232.72,1743.39,489.32,1094.84,1751.97,173443.94,260.11,479.86,33637.15,6.1,10560.0,16542.87,34069.05,41794.41,3488.36,60772.4
144,2020-05-24,144032.27,1775.42,41106.48,960.26,10150.64,2096.93,1416.07,680.84,883.93,1415.68,175120.72,349.15,665.63,34461.0,5.8,6280.0,32243.88,63314.23,82196.09999999999,3330.75,60004.2
145,2020-05-25,144445.55,1771.19,41068.54,1055.62,10451.19,2073.7,1481.98,591.65,922.73,1477.59,175602.28,312.3,621.34,25146.47,0.2,1060.0,23343.43,46354.22,81594.86,3210.43,59945.3
146,2020-05-26,145104.16,1859.98,41103.74,1000.73,9850.65,2193.42,1439.94,753.42,892.21,1429.0,176063.06,175.29,348.16,18484.97,0.0,0.0,31146.65,61497.23,81462.84,3540.34,60875.6
147,2020-05-27,144783.12,2350.05,41619.31,1061.27,8362.12,2760.05,1483.17,1276.96,921.12,1475.04,173605.0,158.45,315.22,28077.62,0.0,0.0,40914.33,80278.74,100767.11,4110.21,61453.5
148,2020-05-28,144438.94,2033.72,41331.47,867.22,8692.98,2344.72,1364.6,980.0,849.26,1360.34,174538.3,397.64,712.11,10474.34,0.8,3680.0,42576.82,82182.17,111466.91,3524.42,59885.6
149,2020-05-29,135111.31,1882.55,38748.85,438.24,6879.74,2190.57,1050.82,1139.78,654.86,1049.75,163482.27,327.16,536.56,13617.76,0.0,0.0,39345.55,76246.65,94139.89,3180.83,56767.9
150,2020-05-30,143565.37,1875.32,41244.58,443.31,7463.46,2175.41,1102.71,1072.61,690.01,1106.06,174262.33,459.77,707.0,9149.57,0.0,0.0,33388.17,65277.36,79335.15,3221.03,60715.2
151,2020-05-31,143338.55,1904.53,41292.53,745.09,8532.53,2243.14,1275.33,967.73,799.62,1281.24,173804.36,293.7,498.56,16604.77,0.0,0.0,31439.4,62428.35,82386.25,3313.14,59934.2
152,2020-06-01,143387.3,2322.94,41707.64,784.01,7428.06,2742.64,1298.47,1444.23,813.84,1303.98,172125.28,330.17,544.24,12189.37,0.0,0.0,49617.22,97440.05,99311.44,3803.03,60759.7
153,2020-06-02,142687.77,2582.01,42026.04,871.64,6965.23,3080.99,1353.85,1727.15,852.82,1366.27,170206.07,209.98,375.17,16367.87,0.0,0.0,48948.66,97012.96,98889.95,4197.13,61876.9
154,2020-06-03,141057.15,2286.68,41867.04,1363.07,9943.79,2687.18,1732.29,954.74,1105.77,1769.3,169259.63,243.03,397.25,27412.7,16.7,3930.0,25804.64,51206.48,59223.4,3812.33,62460.3
155,2020-06-04,139646.06,2001.17,41699.55,1835.04,13388.6,2312.96,2134.67,178.14,1377.5,2201.65,168509.53,221.77,352.95,29384.76,3.1,15010.0,13204.33,27559.58,31922.51,3463.57,62549.6
156,2020-06-05,139766.89,1758.25,41444.06,1052.1,10612.15,2061.12,1489.39,571.72,958.5,1534.6,169942.32,516.38,843.88,32796.8,0.7000000000000001,4290.0,27778.96,55826.46,35702.87,3166.97,59836.8
157,2020-06-06,140662.24,1667.68,41277.15,1006.97,10692.93,1986.55,1451.41,535.11,927.69,1485.57,171434.85,540.02,810.64,30734.6,0.3,2520.0,25160.74,50622.24,61449.14,2968.13,60005.0
158,2020-06-07,141390.2,1888.38,41438.08,1141.34,10588.22,2204.98,1548.73,656.32,985.53,1577.6,171361.01,280.81,436.4,31284.3,1.3,5030.0,17298.579999999998,35471.51,40066.4,3301.41,60568.1
159,2020-06-08,142173.21,2037.35,41522.22,850.25,8816.7,2384.32,1347.3,1036.96,851.9,1364.61,171799.32,170.86,286.97,20736.25,0.0,0.0,27620.87,54978.14,63783.05,3698.31,61869.8
160,2020-06-09,142431.91,2007.09,41470.41,1363.6,10956.9,2329.51,1720.82,608.63,1087.14,1739.69,172057.27,232.05,386.82,19669.05,1.5,11790.0,18991.94,38771.64,43206.74,3456.28,63047.9
161,2020-06-10,142184.61,1981.97,41465.76,1603.69,12232.0,2276.51,1914.29,362.12,1212.08,1938.76,171759.74,226.16,377.48,23818.99,4.9,21640.0,13729.93,28916.53,32342.6,3355.09,60041.7
162,2020-06-11,141783.16,2025.76,41543.32,1910.95,13675.7,2324.46,2206.72,117.67,1402.34,2241.25,170958.85,181.47,301.9,13657.54,0.8,7280.0,8541.75,18622.33,21590.39,3408.74,60758.9
163,2020-06-12,141621.51,2906.68,42442.27,2016.46,10286.72,3542.5,2314.39,1228.08,1472.84,2353.11,167197.47,363.69,606.19,18097.86,0.0,0.0,45110.04,88727.5,100762.32,4284.86,61346.4
164,2020-06-13,141561.93,3202.95,42744.92,2335.91,10347.28,3990.7,2663.86,1326.82,1697.6,2709.67,165795.07,324.85,537.0,13435.88,0.1,1420.0,38739.82,76729.95,95996.88,4772.48,62060.4
165,2020-06-14,141868.52,2665.9,42179.05,2549.02,13697.1,3079.18,2924.82,154.39,1861.01,2968.66,168127.69,190.02,316.52,22069.39,25.5,26270.0,11743.32,25652.08,29586.99,4021.74,61606.5
166,2020-06-15,142276.78,2651.86,42130.32,2438.45,13148.32,3064.87,2787.64,277.3,1768.19,2821.65,168735.85,269.61,462.32,30201.61,3.7,950.0,22294.38,45527.11,61033.08,4107.68,61944.9
167,2020-06-16,142359.05,2654.83,42126.35,2121.49,11593.24,3097.18,2420.01,677.13,1532.56,2448.02,168998.93,210.57,363.65,30792.48,17.599999999999998,2440.0,32976.0,66042.26,78672.11,4254.99,59972.8
168,2020-06-17,141832.18,2960.18,42477.89,2085.69,10226.62,3547.93,2388.67,1159.24,1518.0,2424.89,167174.24,279.33,450.98,15753.81,0.0,0.0,37518.05,74543.09,92678.93,4452.41,61744.9
169,2020-06-18,141879.58,2330.77,41841.55,2178.31,13474.3,2658.82,2482.88,176.02,1577.91,2520.05,169696.02,145.28,270.39,30497.07,16.9,34530.0,7249.01,16644.59,18236.44,3754.37,62973.6
170,2020-06-19,142294.64,2500.59,41977.02,1924.1,11545.72,2943.41,2217.16,726.24,1403.87,2243.61,169655.97,226.63,429.36,32356.81,4.6,1450.0,36542.14,72593.27,93725.02,4075.15,60987.7
171,2020-06-20,142889.81,2586.53,42012.96,1860.04,10595.03,2991.41,2151.29,840.07,1356.3,2168.05,170024.23,336.32,562.94,36924.8,0.3,380.0,24046.55,49163.27,55687.12,3952.34,59488.0
172,2020-06-21,143045.91,2748.88,42162.62,1559.71,8800.17,3240.17,1878.49,1361.56,1182.16,1891.04,169688.83,196.38,393.43,27410.8,0.0,0.0,42564.62,86087.72,104438.61,4325.8,60256.6
173,2020-06-22,143412.67,2712.59,42095.25,1764.23,9698.42,3216.0,2060.07,1155.93,1293.68,2068.61,170199.89,229.12,421.02,25610.44,0.0,60.0,37409.45,74775.46,92901.04,4302.27,62582.5
174,2020-06-23,143772.83,2708.59,42061.2,1324.79,8144.58,3217.12,1687.45,1529.69,1055.98,1690.01,170818.5,229.36,405.14,16625.39,0.0,0.0,45331.66,89052.77,104238.25,4294.6,61546.5
175,2020-06-24,143631.89,2660.27,42024.78,1402.98,8461.95,3164.11,1748.8,1415.25,1095.69,1753.49,170826.74,310.33,532.13,15787.92,0.0,0.0,45440.74,90517.53,104474.7,4186.2,61980.6
176,2020-06-25,143095.84,2846.71,42256.52,1839.94,9694.65,3385.43,2146.46,1239.06,1351.19,2159.75,169236.86,304.09,504.02,15484.82,0.0,2470.0,30406.66,61159.94,88116.42,4275.36,60985.1
177,2020-06-26,142331.91,3052.2,42527.72,1724.53,8452.41,3751.33,2021.26,1730.08,1278.85,2044.87,167591.1,202.69,359.62,21929.51,0.0,0.0,46739.71,92713.98,98861.09,4767.2,61772.5
178,2020-06-27,141876.44,3117.57,42631.99,2202.28,9972.54,3845.2,2526.19,1318.9,1605.84,2564.03,166561.58,320.95,515.58,29728.0,1.2000000000000002,8500.0,36302.9,72744.4,93259.46,4679.38,62718.4
179,2020-06-28,142192.5,2960.3,42446.95,2159.36,10330.64,3520.06,2481.14,1038.93,1573.58,2512.81,167548.97,289.5,485.94,30743.89,0.0,1630.0,19937.08,41294.88,41969.82,4384.54,62187.9
180,2020-06-29,142024.17,2577.99,42077.64,1500.56,9169.88,2991.62,1831.68,1159.98,1160.81,1856.98,169173.16,347.71,578.89,32070.7,0.0,0.0,36840.32,73682.43000000001,100156.71,4121.76,60180.6
181,2020-06-30,141778.86,2611.94,42132.52,1179.26,7729.38,3040.33,1575.12,1465.23,999.38,1599.84,168860.59,538.48,893.71,32315.9,0.0,0.0,47667.35,93913.33,116246.5,4027.83,59098.1
182,2020-07-01,141433.08,3122.56,42675.33,1874.44,8541.0,3857.02,2170.44,1686.6,1382.73,2209.96,166180.6,517.35,836.06,31328.6,0.0,0.0,42055.51,84861.33,117606.25,4499.57,59326.3
183,2020-07-02,141766.26,2850.16,42372.89,1960.6,10198.87,3385.84,2263.53,1122.26,1438.94,2299.18,167586.54,231.45,449.05,33755.75,5.2,3670.0,31727.95,64133.98,95932.31,4483.65,59650.4
184,2020-07-03,142599.94,2637.17,42088.16,1529.42,9172.67,3083.19,1857.91,1225.3,1173.03,1876.46,169613.41,309.78000000000003,536.04,35626.6,0.0,0.0,37619.39,74527.57,76696.76,4197.77,59403.3
185,2020-07-04,142575.87,2855.13,42309.06,1406.07,7945.53,3436.72,1744.95,1691.73,1101.27,1762.29,168782.55,469.98,768.73,29938.5,0.0,0.0,43563.01,86899.77,99109.03,4307.99,60720.8
186,2020-07-05,142035.92,3232.72,42733.97,1997.72,8436.2,3944.42,2292.14,1652.32,1454.44,2323.95,166375.36,700.04,1064.25,30529.7,0.0,0.0,30621.6,62182.92,33855.4,4478.8,59266.4
187,2020-07-06,142213.69,2485.51,41969.07,1184.05,8174.26,2875.41,1602.09,1273.28,1013.94,1622.79,169884.2,379.24,745.05,36967.59,0.0,120.0,38491.97,75060.91,107101.24,4001.62,59117.7
188,2020-07-07,142951.93,2234.87,41655.53,931.38,8291.96,2586.09,1401.3,1184.79,881.23,1411.4,171892.57,259.67,483.15,33283.94,0.0,0.0,30636.64,60775.67,101257.47,3766.21,59120.2
189,2020-07-08,142599.57,1976.28,41425.54,1688.35,12683.75,2272.74,1988.42,284.1,1255.65,2007.99,172254.4,186.48,296.55,31602.99,4.5,30640.0,13141.4,28702.33,33671.18,3482.94,60080.6
190,2020-07-09,142280.47,2657.07,42135.52,2024.76,11317.89,3180.48,2321.69,858.78,1470.76,2349.92,168975.68,317.08,520.96,30061.18,0.6000000000000001,6770.0,26236.92,54192.32,32741.75,4059.8,61237.4
191,2020-07-10,141910.34,2880.36,42391.29,1914.93,9804.0,3464.35,2217.76,1246.53,1408.42,2250.95,167675.51,389.4,679.91,32388.93,0.0,0.0,22922.98,46842.66,57439.16,4280.25,61337.1
192,2020-07-11,143429.11,2266.86,41647.73,1055.26,8626.07,2605.21,1494.3,1110.92,937.12,1500.54,172282.2,226.17,418.85,22002.51,0.0,0.0,30695.59,60560.45,68560.53,3821.76,59095.2
193,2020-07-12,144001.73,2240.52,41574.02,963.63,8454.94,2636.41,1415.94,1220.49,883.99,1416.01,173148.81,237.92,415.98,17569.62,0.0,0.0,43067.32,84692.83,106444.91,3841.73,60007.8
194,2020-07-13,143477.7,2549.02,41926.71,916.39,7392.95,3064.26,1383.94,1680.35,867.15,1388.92,171285.25,171.78,313.35,18342.96,0.0,0.0,46161.15,91314.55,99783.48,4255.75,60665.9
195,2020-07-14,142305.92,2847.82,42324.94,1009.53,6867.23,3484.67,1450.66,2033.96,916.58,1467.81,168648.17,274.8,441.94,25542.86,0.0,0.0,33825.32,66559.46,77345.94,4415.82,60622.5
196,2020-07-15,142080.29,2281.57,41775.23,1871.73,12055.81,2602.52,2170.13,432.39,1376.14,2199.51,170281.1,229.45,388.09,26231.36,7.9,22540.0,16539.1,35398.78,44941.03,3750.47,59808.1
197,2020-07-16,142555.77,2237.68,41691.26,1632.14,11165.22,2572.25,1938.11,634.13,1224.03,1957.73,171148.71,189.81,348.61,28791.21,0.0,410.0,24591.36,50181.42,54399.01,3806.67,60590.6
198,2020-07-17,143021.38,2426.31,41841.41,1394.51,9599.33,2830.66,1746.05,1084.52,1098.8,1758.21,171035.91,194.69,357.42,22263.35,0.0,0.0,28631.08,57401.18,78347.58,3976.6,60275.8
199,2020-07-18,142976.76,2903.36,42323.38,1524.69,8106.88,3487.79,1846.36,1641.32,1162.32,1859.48,169010.88,203.12,363.65,20858.82,0.0,0.0,45168.73,89773.93000000001,101848.47,4559.82,60714.9
200,2020-07-19,142539.71,3132.94,42590.86,1572.02,7721.83,3933.11,1884.3,2048.87,1189.87,1903.55,167596.55,162.31,296.38,26013.05,0.0,0.0,33057.21,66507.93,83936.14,4768.33,61257.0
201,2020-07-20,142612.08,2850.84,42301.5,1824.43,9225.82,3372.54,2118.87,1253.68,1338.28,2139.45,168650.23,270.67,482.36,25879.13,0.1,520.0,28224.59,56985.7,71820.13,4361.9800000000005,61854.2
202,2020-07-21,143267.44,2610.13,42005.05,1117.59,7737.94,3060.88,1537.43,1523.47,965.21,1545.35,170672.56,237.14,436.87,18735.85,0.0,0.0,38956.17,77230.55,105823.08,4160.37,59544.2
203,2020-07-22,143267.3,2528.45,41923.46,935.14,7327.13,2986.82,1397.72,1589.18,877.01,1404.84,171087.29,251.94,426.7,18833.97,0.0,0.0,44676.89,88727.9,100882.29,4164.09,59631.1
204,2020-07-23,142588.33,2667.4,42119.64,1157.6,7492.44,3139.13,1551.41,1587.77,978.54,1566.72,169626.38,230.07,398.24,15481.85,0.0,0.0,38861.43,77318.27,93863.8,4221.05,59480.7
205,2020-07-24,141850.2,2954.35,42470.46,1267.04,7331.67,3663.26,1635.94,2027.36,1037.46,1660.6,167601.45,230.17,439.21,32587.12,0.0,0.0,31570.75,63175.39,77891.02,4475.56,60552.0
206,2020-07-25,142007.36,3135.01,42638.3,1612.07,7580.78,3828.23,1922.15,1906.1,1218.62,1949.0,166902.5,210.68,374.38,28138.93,0.0,0.0,29420.5,59380.35,88302.61,4736.84,60033.9
207,2020-07-26,141931.95,2748.99,42257.08,2022.33,10623.25,3219.76,2329.4,890.36,1479.04,2362.93,168149.68,294.42,501.01,27165.18,3.1,9720.0,24763.23,50680.04,78560.49,4191.78,60164.5
208,2020-07-27,142432.18,3062.05,42529.01,1663.14,8530.210000000001,3786.34,1977.44,1808.82,1249.99,1998.81,167696.48,266.76,449.84,26790.0,0.0,0.0,33431.06,67413.43000000001,53912.69,4579.34,60361.4
209,2020-07-28,141762.33,3392.1,42917.62,1744.56,7173.53,4241.69,2044.3,2197.26,1298.92,2076.79,165549.82,317.76,594.66,33020.36,0.0,0.0,25493.1,51505.39,85842.0,4807.77,59501.7
210,2020-07-29,142832.7,2879.2,42311.23,1101.18,6672.31,3425.86,1514.29,1911.61,953.44,1526.68,169074.27,312.44,575.24,35926.14,0.0,0.0,44787.48,88410.02,91652.42,4409.89,58461.5
211,2020-07-30,143102.6,2865.04,42274.34,1068.81,6901.35,3507.5,1489.58,2017.88,936.04,1498.83,169502.78,205.24,388.1,22346.75,0.0,0.0,42603.63,85857.59,90423.14,4486.5,59530.0
212,2020-07-31,142852.66,3114.55,42545.64,1274.94,6638.54,3888.92,1642.67,2246.1,1034.59,1655.97,168140.88,221.36,378.19,13181.73,0.0,0.0,43584.36,88303.33,90289.9,4721.6,60409.0
213,2020-08-01,142288.11,3542.05,43022.96,1688.29,7032.5,4756.04,1997.37,2758.7,1264.16,2021.4,165677.31,223.67,401.05,18845.76,0.2,640.0,41588.55,82965.87,87666.71,5135.75,60858.0
214,2020-08-02,142070.35,2893.58,42390.43,2418.41,11839.24,3412.01,2763.28,648.67,1755.0,2800.78,167538.46,183.8,313.69,21113.24,12.2,4820.0,12614.85,26659.45,32889.18,4350.7,62078.7
215,2020-08-03,141994.89,2534.35,42036.31,1702.84,10253.66,2916.8,2031.82,884.97,1288.68,2060.19,169215.98,287.12,505.37,12107.5,0.0,1510.0,27149.24,54902.77,75709.91,3934.23,59197.5
216,2020-08-04,142345.64,2464.1,41935.97,1361.22,8917.55,2852.97,1710.1,1142.84,1081.08,1730.1,170075.56,214.92,401.51,21216.13,0.0,0.0,24604.57,49711.33,68496.51,3874.7,59070.9
217,2020-08-05,142887.76,2776.16,42203.3,1202.65,7949.37,3424.27,1593.54,1830.66,1003.14,1605.85,169574.0,222.8,384.16,23281.38,0.0,50.0,41075.16,81611.25,91097.39,4399.11,60665.4
218,2020-08-06,143181.57,3139.71,42542.68,1198.87,6724.12,3986.29,1587.32,2399.02,997.05,1596.36,168468.97,224.5,379.19,15925.34,0.0,0.0,42240.89,83645.95,85433.92,4712.14,61545.2
219,2020-08-07,143218.96,3461.58,42862.03,1703.15,7143.51,4573.55,2003.16,2570.41,1259.48,2014.1,167069.13,177.96,316.19,17344.42,0.0,0.0,40996.87,82232.42,84126.42,5113.12,62086.0
220,2020-08-08,143035.14,3869.19,43286.12,1939.8,6885.86,5353.29,2234.87,3118.46,1407.77,2249.79,165162.94,175.33,310.32,18800.69,0.0,0.0,40282.84,80410.54,82796.18000000001,5546.85,-104547.9
221,2020-08-09,142710.03,3791.76,43236.79,1948.38,7026.58,5179.13,2243.91,2935.16,1416.8,2264.14,165074.84,278.44,466.34,20064.35,2.0,2820.0,36104.11,71740.68000000001,74664.58,5364.77,61626.1
222,2020-08-10,142683.74,3155.12,42600.49,2603.51,11447.42,3814.1,2995.59,818.57,1895.44,3023.12,167127.94,267.44,425.35,21120.78,3.3000000000000003,9070.0,12133.89,26032.96,28265.12,4401.02,60028.3
223,2020-08-11,142805.25,3533.89,42969.78,2322.67,9096.8,4554.91,2660.31,1894.54,1680.49,2682.48,165963.21,263.58,449.4,19635.66,0.0,0.0,36069.1,72515.14,78686.23,5019.97,62344.0
224,2020-08-12,142682.65,3400.38,42846.59,2290.98,9464.79,4362.19,2615.7,1746.46,1653.59,2639.93,166372.95,212.08,386.51,23623.47,10.6,2660.0,34173.96,68020.28,71223.52,4902.01,62809.0
225,2020-08-13,142261.42,3328.07,42810.19,2507.18,10480.3,4172.64,2869.97,1302.62,1820.76,2905.04,166030.63,187.39,323.44,28126.55,0.0,0.0,24813.56,50402.65,59107.91,5079.31,63948.3
226,2020-08-14,142193.25,3095.62,42582.8,2699.27,12211.49,3711.79,3120.2,591.62,1981.89,3159.91,166724.16,209.56,362.34,28492.1,0.0,3250.0,15788.77,33636.8,37255.73,4840.85,62168.7
227,2020-08-15,142377.67,2943.41,42414.27,2736.43,13227.61,3480.06,3171.96,308.04,2012.45,3208.16,167520.46,125.76,213.69,22729.0,14.0,12230.0,12991.71,27727.18,30310.83,4698.63,62351.6
228,2020-08-16,142092.36,3351.19,42848.14,2447.5,10374.02,4221.66,2813.39,1408.26,1786.65,2850.65,165769.73,188.18,327.07,24670.89,0.0,0.0,30926.84,62106.93,71398.68000000001,5202.83,62518.4
229,2020-08-17,141748.67,2860.26,42384.42,2413.7,11947.04,3361.68,2758.65,603.01,1756.11,2802.45,167289.82,181.28,303.56,29792.69,2.0,4600.0,14105.5,29293.05,35715.86,4634.77,63033.8
230,2020-08-18,141785.64,2822.48,42343.41,2220.16,11407.69,3350.92,2531.86,819.05,1610.32,2571.35,167601.73,198.81,349.77,30513.49,0.0,530.0,23347.9,47540.22,67594.53,4667.86,62472.2
231,2020-08-19,141856.62,2879.94,42395.08,1937.9,10007.65,3465.9,2230.28,1235.56,1416.61,2263.94,167604.33,173.73,303.87,24241.03,0.0,0.0,31429.83,62955.78,74821.37,4778.21,62525.5
232,2020-08-20,141808.23,3240.65,42761.38,2182.19,9585.74,4129.68,2492.88,1636.85,1585.03,2531.26,166037.62,263.08,434.67,27227.96,0.0,0.0,28551.83,58200.5,83551.48,4963.84,62843.9
233,2020-08-21,141891.56,3833.21,43349.5,2344.86,8354.3,5272.97,2680.06,2592.94,1703.97,2719.73,163773.97,340.15,568.63,28393.91,0.0,130.0,35281.73,70618.52,75812.89,5446.77,63231.3
234,2020-08-22,142421.31,3169.73,42637.59,2357.34,10325.44,3836.98,2710.36,1126.54,1717.27,2740.6,166888.15,396.03,628.4,31253.3,3.6,4750.0,17204.74,35548.95,46000.7,4747.28,61029.1
235,2020-08-23,142507.65,2686.4,42145.43,1678.28,9424.45,3131.62,1992.46,1139.11,1259.06,2013.36,169239.16,286.7,503.27,30624.59,1.5,1810.0,21574.3,43775.44,61075.74,4396.64,60934.0
236,2020-08-24,142475.64,2448.18,41909.27,1446.88,9435.85,2839.04,1781.23,1057.79,1125.1,1800.28,170269.35,310.37,530.85,30731.2,0.0,0.0,23310.87,46942.49,65768.07,4244.72,60288.8
237,2020-08-25,142035.98,2528.81,42027.55,1479.06,9381.56,2993.37,1805.45,1187.91,1144.14,1830.62,169430.24,334.49,528.39,26724.7,0.0,590.0,23457.27,47076.19,69087.16,4274.43,60814.0
238,2020-08-26,141400.38,2887.47,42441.78,1370.13,7335.59,3388.39,1716.54,1671.93,1092.33,1748.18,167233.3,616.6899999999999,1171.89,32905.6,0.0,0.0,17006.98,34494.82,65107.78,4372.14,58394.0
239,2020-08-27,142367.99,2513.65,41983.85,1294.49,8398.46,2895.0,1656.34,1238.69,1046.65,1675.28,169918.14,257.99,528.81,33896.43,0.0,0.0,23886.62,48144.81,63604.35,4335.07,58307.9
240,2020-08-28,140933.23,2500.1,42092.42,1683.29,10229.24,2923.79,1991.86,931.82,1273.06,2035.63,168124.71,458.78,681.84,29767.3,2.9,7990.0,23966.97,47805.88,60377.12,4153.51,59869.8
241,2020-08-29,141024.94,2602.65,42187.36,1610.41,9404.79,3014.58,1920.51,1094.11,1226.12,1961.06,167832.7,475.06,711.0,29562.4,0.0,0.0,19928.6,40090.26,57630.68,4212.11,58730.9
242,2020-08-30,141365.41,2246.61,41800.42,1896.38,12455.63,2568.61,2189.12,379.53,1395.25,2229.9,169555.71,236.69,384.05,21370.99,36.3,30650.0,8909.92,19379.4,21439.35,3961.14,60271.3
243,2020-08-31,142543.99,2154.83,41609.18,1937.77,13112.14,2461.65,2225.84,235.59,1406.87,2248.56,171335.69,211.33,382.2,31960.34,13.0,9610.0,12570.09,26320.09,30513.81,3916.93,59246.1
244,2020-09-01,142730.64,1948.9,41387.21,1720.86,13044.15,2244.29,2020.37,223.86,1274.59,2038.26,172513.52,139.91,265.81,27171.05,8.4,13190.0,8834.52,19044.18,22330.37,3753.85,59823.7
245,2020-09-02,142809.52,1884.97,41316.59,1234.23,11174.02,2246.07,1612.29,633.78,1015.55,1625.66,173098.75,175.84,304.57,29021.92,0.0,0.0,26022.87,51590.49,64354.33,3885.44,60971.9
246,2020-09-03,143138.55,2191.63,41596.54,1466.12,10873.88,2584.92,1806.48,778.45,1135.84,1817.16,172132.71,294.99,465.67,27198.8,0.3,2600.0,22840.85,45155.25,59021.05,3742.1,61525.7
247,2020-09-04,143200.15,2944.75,42345.73,2010.95,9717.18,3527.59,2302.52,1225.05,1449.07,2315.42,168896.89,341.31,588.62,29986.15,0.0,340.0,22161.75,45181.04,59411.91,4256.32,59549.5
248,2020-09-05,142677.84,2262.53,41706.0,1957.59,12580.25,2584.81,2258.17,326.53000000000003,1426.36,2279.36,171042.14,224.64,366.05,21697.15,0.4,1600.0,8260.13,17485.79,22786.68,3657.77,63374.1
249,2020-09-06,143000.62,2000.48,41416.48,1146.59,10197.41,2332.51,1551.9,780.68,976.13,1562.69,172857.63,165.87,318.25,30973.76,0.0,30.0,28673.21,56153.62,70864.06,3947.23,60552.2
250,2020-09-07,143580.26,2100.77,41468.96,1154.37,9782.77,2467.58,1550.54,917.07,971.17,1555.1,173153.43,175.23,316.97,28957.15,0.0,0.0,31083.37,60474.29,68830.98,4066.55,61766.5
251,2020-09-08,143872.83,2354.16,41698.36,1141.4,9101.55,2863.14,1541.5,1321.6,963.59,1542.84,172505.99,315.64,530.08,29425.22,0.0,160.0,31622.11,62669.24,65164.62,3997.01,61918.5
